route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,wheelchair_accessible,bikes_allowed
117-247,NOV25-AlbRMB-Saturday-21,13044078-NOV25-AlbRMB-Saturday-21,"Rt 7 & Ronald directly to airport",1,1170791,1,1
117-247,NOV25-AlbRMB-Saturday-21,13044079-NOV25-AlbRMB-Saturday-21,"Rt 7 & Ronald directly to airport",1,1170791,1,1
117-247,NOV25-AlbRMB-Saturday-21,13044080-NOV25-AlbRMB-Saturday-21,"Rt 7 & Ronald directly to airport",1,1170791,1,1
13-247,NOV25-AlbRMB-Saturday-21,13044081-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Slingerlands",1,130748,1,1
13-247,NOV25-AlbRMB-Saturday-21,13044082-NOV25-AlbRMB-Saturday-21,"Slingerlands to Downtown Albany",0,130704,1,1
114-247,NOV25-AlbRMB-Saturday-21,13044083-NOV25-AlbRMB-Saturday-21,"Crossgates to Rensselaer Rail Station via Western/Madison",0,1140679,1,1
114-247,NOV25-AlbRMB-Saturday-21,13044084-NOV25-AlbRMB-Saturday-21,"Rensselaer Rail Station to Crossgates via Western/Madison",1,1140680,1,1
117-247,NOV25-AlbRMB-Saturday-21,13044085-NOV25-AlbRMB-Saturday-21,"Rt 7 & Ronald directly to airport",1,1170791,1,1
117-247,NOV25-AlbRMB-Saturday-21,13044086-NOV25-AlbRMB-Saturday-21,"Rt 7 & Ronald directly to airport",1,1170791,1,1
117-247,NOV25-AlbRMB-Saturday-21,13044087-NOV25-AlbRMB-Saturday-21,"Rt 7 & Ronald directly to airport",1,1170791,1,1
117-247,NOV25-AlbRMB-Saturday-21,13044088-NOV25-AlbRMB-Saturday-21,"Airport directly to Rte 7 & Ronald",0,1170804,1,1
117-247,NOV25-AlbRMB-Saturday-21,13044089-NOV25-AlbRMB-Saturday-21,"Airport directly to Rte 7 & Ronald",0,1170804,1,1
117-247,NOV25-AlbRMB-Saturday-21,13044090-NOV25-AlbRMB-Saturday-21,"Airport directly to Rte 7 & Ronald",0,1170804,1,1
117-247,NOV25-AlbRMB-Saturday-21,13044091-NOV25-AlbRMB-Saturday-21,"Airport directly to Rte 7 & Ronald",0,1170804,1,1
1-247,NOV25-AlbRMB-Saturday-21,13044093-NOV25-AlbRMB-Saturday-21,"Colonie Center to Downtown Albany",0,10574,1,1
1-247,NOV25-AlbRMB-Saturday-21,13044094-NOV25-AlbRMB-Saturday-21,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Saturday-21,13044095-NOV25-AlbRMB-Saturday-21,"Colonie Center to Downtown Albany",0,10574,1,1
233-247,NOV25-AlbRMB-Saturday-21,13044096-NOV25-AlbRMB-Saturday-21,"Columbia Tpke & Sherwood Ave to Pearl & Hudson",1,2330371,1,1
233-247,NOV25-AlbRMB-Saturday-21,13044097-NOV25-AlbRMB-Saturday-21,"Columbia Tpke & Sherwood Ave to Pearl & Hudson",1,2330371,1,1
233-247,NOV25-AlbRMB-Saturday-21,13044098-NOV25-AlbRMB-Saturday-21,"Columbia Tpke & Sherwood Ave to Pearl & Hudson",1,2330371,1,1
233-247,NOV25-AlbRMB-Saturday-21,13044099-NOV25-AlbRMB-Saturday-21,"Columbia Tpke & Sherwood Ave to Pearl & Hudson",1,2330371,1,1
106-247,NOV25-AlbRMB-Saturday-21,13044100-NOV25-AlbRMB-Saturday-21,"Clockwise (2024)",0,1060167,1,1
233-247,NOV25-AlbRMB-Saturday-21,13044101-NOV25-AlbRMB-Saturday-21,"",0,2330466,1,1
233-247,NOV25-AlbRMB-Saturday-21,13044102-NOV25-AlbRMB-Saturday-21,"",0,2330466,1,1
233-247,NOV25-AlbRMB-Saturday-21,13044103-NOV25-AlbRMB-Saturday-21,"",0,2330466,1,1
233-247,NOV25-AlbRMB-Saturday-21,13044104-NOV25-AlbRMB-Saturday-21,"",0,2330466,1,1
106-247,NOV25-AlbRMB-Saturday-21,13044105-NOV25-AlbRMB-Saturday-21,"Counterclockwise (2024)",1,1060165,1,1
106-247,NOV25-AlbRMB-Saturday-21,13044106-NOV25-AlbRMB-Saturday-21,"Counterclockwise (2024)",1,1060165,1,1
106-247,NOV25-AlbRMB-Saturday-21,13044107-NOV25-AlbRMB-Saturday-21,"Counterclockwise (2024)",1,1060165,1,1
106-247,NOV25-AlbRMB-Saturday-21,13044108-NOV25-AlbRMB-Saturday-21,"Counterclockwise (2024)",1,1060165,1,1
106-247,NOV25-AlbRMB-Saturday-21,13044109-NOV25-AlbRMB-Saturday-21,"Counterclockwise (2024)",1,1060165,1,1
106-247,NOV25-AlbRMB-Saturday-21,13044110-NOV25-AlbRMB-Saturday-21,"Counterclockwise (2024)",1,1060165,1,1
106-247,NOV25-AlbRMB-Saturday-21,13044111-NOV25-AlbRMB-Saturday-21,"Counterclockwise (2024)",1,1060165,1,1
106-247,NOV25-AlbRMB-Saturday-21,13044112-NOV25-AlbRMB-Saturday-21,"Counterclockwise (2024)",1,1060165,1,1
106-247,NOV25-AlbRMB-Saturday-21,13044113-NOV25-AlbRMB-Saturday-21,"Counterclockwise (2024)",1,1060165,1,1
106-247,NOV25-AlbRMB-Saturday-21,13044114-NOV25-AlbRMB-Saturday-21,"Counterclockwise (2024)",1,1060165,1,1
106-247,NOV25-AlbRMB-Saturday-21,13044115-NOV25-AlbRMB-Saturday-21,"Counterclockwise (2024)",1,1060165,1,1
106-247,NOV25-AlbRMB-Saturday-21,13044116-NOV25-AlbRMB-Saturday-21,"Counterclockwise (2024)",1,1060165,1,1
106-247,NOV25-AlbRMB-Saturday-21,13044117-NOV25-AlbRMB-Saturday-21,"Counterclockwise (2024)",1,1060165,1,1
106-247,NOV25-AlbRMB-Saturday-21,13044118-NOV25-AlbRMB-Saturday-21,"Counterclockwise (2024)",1,1060165,1,1
106-247,NOV25-AlbRMB-Saturday-21,13044119-NOV25-AlbRMB-Saturday-21,"Counterclockwise (2024)",1,1060165,1,1
106-247,NOV25-AlbRMB-Saturday-21,13044120-NOV25-AlbRMB-Saturday-21,"Counterclockwise (2024)",1,1060165,1,1
106-247,NOV25-AlbRMB-Saturday-21,13044121-NOV25-AlbRMB-Saturday-21,"Counterclockwise (2024)",1,1060165,1,1
355-247,NOV25-AlbRMB-Saturday-21,13044122-NOV25-AlbRMB-Saturday-21,"Colonie Center to Schenectady",1,3550605,1,1
1-247,NOV25-AlbRMB-Saturday-21,13044123-NOV25-AlbRMB-Saturday-21,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Saturday-21,13044124-NOV25-AlbRMB-Saturday-21,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Saturday-21,13044125-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Colonie Center",1,10576,1,1
1-247,NOV25-AlbRMB-Saturday-21,13044126-NOV25-AlbRMB-Saturday-21,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Saturday-21,13044127-NOV25-AlbRMB-Saturday-21,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Saturday-21,13044128-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Colonie Center",1,10576,1,1
1-247,NOV25-AlbRMB-Saturday-21,13044129-NOV25-AlbRMB-Saturday-21,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Saturday-21,13044130-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Colonie Center",1,10576,1,1
1-247,NOV25-AlbRMB-Saturday-21,13044131-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Colonie Center",1,10576,1,1
1-247,NOV25-AlbRMB-Saturday-21,13044132-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Colonie Center",1,10576,1,1
1-247,NOV25-AlbRMB-Saturday-21,13044133-NOV25-AlbRMB-Saturday-21,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Saturday-21,13044134-NOV25-AlbRMB-Saturday-21,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Saturday-21,13044135-NOV25-AlbRMB-Saturday-21,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Saturday-21,13044136-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Colonie Center",1,10576,1,1
1-247,NOV25-AlbRMB-Saturday-21,13044137-NOV25-AlbRMB-Saturday-21,"Colonie Center to Downtown Albany",0,10575,1,1
1-247,NOV25-AlbRMB-Saturday-21,13044138-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Colonie Center",1,10576,1,1
1-247,NOV25-AlbRMB-Saturday-21,13044139-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Colonie Center",1,10576,1,1
1-247,NOV25-AlbRMB-Saturday-21,13044140-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Colonie Center",1,10576,1,1
1-247,NOV25-AlbRMB-Saturday-21,13044141-NOV25-AlbRMB-Saturday-21,"Colonie Center to Downtown Albany",0,10575,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044142-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044143-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044144-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044145-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044148-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044149-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044150-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044151-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044152-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044153-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044154-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044155-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044156-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044157-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044160-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044161-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044162-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044163-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044164-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044165-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044166-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044167-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044168-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044169-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044170-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044171-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044172-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044173-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044174-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044175-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044176-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044179-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044181-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044182-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044183-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044184-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044185-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044186-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044187-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044188-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044189-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044190-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044191-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044193-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044194-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044195-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044196-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044197-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044198-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044199-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044204-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044207-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044208-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044209-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044210-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044214-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044215-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044216-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044217-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044218-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044219-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044220-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044221-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044222-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044223-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044224-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044225-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044226-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044227-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044228-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044229-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044230-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044231-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044232-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044233-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044235-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044236-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044237-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044238-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044239-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044240-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044241-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044242-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044243-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044244-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044245-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044246-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044247-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044249-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044250-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044251-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044252-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044253-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044254-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044255-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044256-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044257-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044258-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044259-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044260-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044261-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044262-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044263-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044264-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044265-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044266-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044267-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044268-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044269-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044270-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044271-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044272-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044273-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044275-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044276-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044277-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044278-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044279-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044280-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044281-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044283-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044284-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044287-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044288-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044289-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044290-NOV25-AlbRMB-Saturday-21,"Crossgates Mall to Downtown Albany",0,9100058,1,1
910-247,NOV25-AlbRMB-Saturday-21,13044291-NOV25-AlbRMB-Saturday-21,"Downtown Albany to Crossgates Mall",1,9100060,1,1
